summary_date,site,monitor,pm25_davg,name,obs_count,units,basin,county_name,state,latitude,longitude 
2020-01-01,2849,-,9.7,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-02,2849,-,10.1,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-03,2849,-,6.6,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-04,2849,-,16.2,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-05,2849,-,12.1,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-06,2849,-,7.1,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-07,2849,-,5.9,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-08,2849,-,11.1,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-09,2849,-,9.8,Glendora-Laurel,22,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-10,2849,-,9.2,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-11,2849,-,10.9,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-12,2849,-,14.0,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-13,2849,-,15.4,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-14,2849,-,21.6,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-15,2849,-,28.1,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-16,2849,-,20.5,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-17,2849,-,6.4,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-18,2849,-,5.2,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-19,2849,-,6.3,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-20,2849,-,15.6,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-21,2849,-,11.7,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-22,2849,-,12.1,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-23,2849,-,6.4,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-24,2849,-,10.1,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
2020-01-25,2849,-,16.9,Glendora-Laurel,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SC ,Los Angeles,CA,34.144370000000002,-117.85038 
